City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,karratha,-20.7377,116.8463,27.64,20,0,5.96,AU,1693101088
281,nemuro,43.3236,145.575,20.43,94,100,5.45,JP,1693101089
282,al jawf,29.5,38.75,24.63,53,0,4.83,SA,1693101090
283,monaghan,54.25,-6.9667,11.88,93,92,2.62,IE,1693101090
284,akureyri,65.6835,-18.0878,10.96,93,100,5.14,IS,1693101091
285,fort mcmurray,56.7268,-111.381,25.77,47,0,3.09,CA,1693100824
286,caleta de carquin,-11.0925,-77.6267,19.25,84,12,4.07,PE,1693101092
287,san juan colorado,16.4586,-97.9536,22.82,96,53,0.51,MX,1693101092
288,ramanuj ganj,23.8,83.7,25.68,75,99,3.8,IN,1693101094
289,mugumu,-1.85,34.7,17.27,60,3,2.15,TZ,1693101094
290,kill devil hills,36.0307,-75.676,27.77,88,40,2.57,US,1693100954
291,masuguru,-11.3667,38.4167,21.23,84,0,1.92,TZ,1693101095
292,aljezur,37.3191,-8.8033,17.9,81,66,6.99,PT,1693101096
293,yeniseysk,58.4497,92.1703,14.28,70,100,1.09,RU,1693101097
294,saldanha,-33.0117,17.9442,7.03,76,0,5.08,ZA,1693101097
295,larache,35.1932,-6.1557,22.95,74,18,5.96,MA,1693101092
296,matai,-8.3,31.5167,15.74,59,6,2.35,TZ,1693101098
297,cidade velha,14.9167,-23.6167,27.26,78,20,1.54,CV,1693101099
298,necochea,-38.5473,-58.7368,3.49,87,0,3.17,AR,1693101100
299,basmat,19.3167,77.1667,24.56,82,37,3.93,IN,1693101100
300,horta,38.5333,-28.6333,22.23,88,51,4.47,PT,1693100812
301,nimaparha,20.0667,86.0167,28.22,68,100,3.73,IN,1693101101
302,fort-shevchenko,44.5086,50.263,21.83,46,12,3.7,KZ,1693101102
303,lerwick,60.1545,-1.1494,13.0,94,100,2.54,GB,1693101102
304,umba,66.6871,34.3429,7.55,92,47,2.19,RU,1693101102
305,sabang,5.8933,95.3214,27.63,71,15,0.78,ID,1693101103
306,vegreville,53.5001,-112.0518,23.03,60,95,2.57,CA,1693101103
307,gamba,-2.65,10.0,22.61,91,88,2.62,GA,1693101104
308,kuta,-8.7233,115.1723,26.97,78,40,6.71,ID,1693101104
309,i-n-salah,27.1935,2.4607,33.85,24,100,3.91,DZ,1693101105
310,great bend,38.3645,-98.7648,24.07,63,0,4.63,US,1693100943
311,plymouth,41.8334,-70.8328,22.3,86,0,0.0,US,1693101106
312,trinidad,-14.8333,-64.9,23.07,34,0,3.45,BO,1693101106
313,veshkayma,54.05,47.1333,9.41,83,100,3.04,RU,1693101107
314,cole harbour,44.6724,-63.4751,18.88,96,100,9.26,CA,1693101107
315,haiku-pauwela,20.9219,-156.3051,31.01,37,20,9.77,US,1693101109
316,vanimo,-2.6741,141.3028,29.25,72,29,1.93,PG,1693101110
317,manta,-0.95,-80.7333,25.56,78,75,8.05,EC,1693101110
318,bakaly,55.1789,53.8028,9.6,94,100,2.34,RU,1693101111
319,lompoc,34.6391,-120.4579,23.08,82,75,7.6,US,1693101111
320,bulayevo,54.9056,70.4439,11.55,80,100,2.7,KZ,1693101112
321,wad rawah,15.1603,33.1397,24.88,66,100,10.92,SD,1693101112
322,mukalla,14.5425,49.1242,28.83,82,73,3.56,YE,1693101113
323,arzgir,45.3728,44.2206,15.73,43,0,0.31,RU,1693101113
324,tanjung pandan,-2.75,107.65,30.0,57,29,4.58,ID,1693101114
325,douglas,41.3,-96.167,24.49,64,0,2.57,US,1693101114
326,st. paul,44.9444,-93.0933,19.4,70,100,4.12,US,1693100941
327,ad dabbah,18.05,30.95,36.52,26,100,9.66,SD,1693101115
328,walvis bay,-22.9575,14.5053,12.27,93,0,4.63,NA,1693101116
329,newman,37.3138,-121.0208,32.38,43,0,1.79,US,1693100915
330,masjed soleyman,31.9364,49.3039,31.22,14,0,1.52,IR,1693101117
331,pacific grove,36.6177,-121.9166,23.9,87,100,3.13,US,1693101117
332,fortuna,40.5982,-124.1573,17.74,89,0,6.17,US,1693101118
333,souillac,-20.5167,57.5167,22.21,88,40,4.12,MU,1693101118
334,kruisfontein,-34.0033,24.7314,7.81,80,38,4.49,ZA,1693101119
335,prince rupert,54.3161,-130.3201,18.05,83,0,5.66,CA,1693100976
336,port angeles,48.1181,-123.4307,28.01,46,0,0.0,US,1693101120
337,kailua-kona,19.6406,-155.9956,27.98,68,100,3.6,US,1693100872
338,hasaki,35.7333,140.8333,32.94,74,100,3.97,JP,1693101120
339,taroa,8.7058,171.2275,28.49,74,61,6.91,MH,1693101121
340,qurayyat,31.3318,37.3428,23.1,68,0,5.66,SA,1693100868
341,mogocha,53.7333,119.7667,19.81,35,12,1.49,RU,1693101122
342,mundybash,53.211,87.2983,17.09,92,77,1.02,RU,1693101122
343,poronaysk,49.2167,143.1167,14.59,90,100,3.21,RU,1693101123
344,kone,-21.0595,164.8658,23.47,48,98,3.63,NC,1693101123
345,tofol,5.3248,163.0078,28.88,84,75,1.54,FM,1693101124
346,lagoa,39.05,-27.9833,21.98,77,22,9.37,PT,1693101124
347,yambio,4.5721,28.3955,18.6,98,22,1.65,SS,1693101125
348,jiuquan,39.7432,98.5174,24.51,27,0,4.82,CN,1693101125
349,el nido,11.1858,119.3956,28.5,83,100,8.08,PH,1693101126
350,elliot lake,46.3834,-82.6331,10.46,61,0,2.81,CA,1693101126
351,loikaw,19.6742,97.2094,20.57,97,100,1.25,MM,1693101127
352,paita,-5.0892,-81.1144,20.57,80,3,6.83,PE,1693101127
353,pangoa,-12.1167,-73.0,20.48,91,12,1.63,PE,1693101128
354,nikolayevsk-on-amure,53.1406,140.73,20.68,36,91,1.59,RU,1693101128
355,zalesovo,53.9939,84.7431,16.87,65,98,2.15,RU,1693101129
356,kirillov,59.863,38.3813,6.88,93,80,2.15,RU,1693101129
357,zhongshan,21.3226,110.5829,30.41,71,40,2.22,CN,1693101130
358,dassun,17.7204,121.6816,25.13,92,100,8.08,PH,1693101130
359,hotan,37.0997,79.9269,20.93,52,100,3.65,CN,1693101131
360,pariaman,-0.619,100.12,27.03,90,92,1.01,ID,1693101132
361,sinjai,-5.1241,120.253,28.08,65,99,3.17,ID,1693101133
362,laojunmiao,39.8333,97.7333,20.84,28,0,8.75,CN,1693101133
363,eagle river,45.9172,-89.2443,13.95,78,0,2.57,US,1693101134
364,leitchfield,37.48,-86.2939,25.1,94,23,2.64,US,1693101135
365,klyuchi,52.2667,79.1667,16.98,65,100,3.75,RU,1693101135
366,balta,47.9355,29.6198,20.88,69,0,3.29,UA,1693101135
367,sinop,41.7711,34.8709,16.18,59,0,3.03,TR,1693101136
368,kununurra,-15.7667,128.7333,29.99,30,0,6.69,AU,1693101136
369,gobabis,-22.45,18.9667,7.26,34,0,5.45,NA,1693101137
370,kehychivka,49.2866,35.7615,20.33,48,92,3.08,UA,1693101137
371,toliara,-23.35,43.6667,22.65,70,29,2.47,MG,1693101138
372,nainpur,22.4333,80.1167,24.21,87,31,2.99,IN,1693101138
373,vanino,49.0869,140.2543,13.88,93,100,1.41,RU,1693101139
374,pisco,-13.7,-76.2167,19.03,77,75,4.12,PE,1693101139
375,at taj,24.2049,23.2857,30.73,18,0,3.82,LY,1693101140
376,iguape,-24.7081,-47.5553,16.74,66,100,4.62,BR,1693101140
377,magadan,59.5667,150.8,18.63,72,59,2.3,RU,1693101141
378,zinjibar,13.1287,45.3807,31.07,68,88,1.93,YE,1693101141
379,roma,43.2128,-75.4557,19.08,77,20,4.63,US,1693101065
380,sorokino,53.75,84.9167,17.4,61,93,2.15,RU,1693101142
381,salekhard,66.53,66.6019,6.91,83,100,4.76,RU,1693101143
382,holualoa,19.6228,-155.9522,25.99,67,100,3.6,US,1693101143
383,ad dawadimi,24.5077,44.3924,29.64,16,99,3.72,SA,1693101144
384,okakarara,-20.5833,17.4333,10.31,21,8,1.74,NA,1693101144
385,choibalsan,48.0667,114.5,13.08,88,100,4.53,MN,1693101145
386,pontianak,-0.0333,109.3333,25.99,83,75,4.12,ID,1693101104
387,heggadadevankote,12.0883,76.3283,22.24,86,100,1.67,IN,1693101146
388,polyarnyy,69.1989,33.4478,9.45,89,100,6.4,RU,1693101146
389,berezovyy,51.6667,135.7,18.83,47,99,1.39,RU,1693101148
390,puerto san jose,13.9256,-90.8244,27.7,78,74,3.3,GT,1693101148
391,minas de marcona,-15.2119,-75.1103,13.2,85,29,5.15,PE,1693101149
392,zapala,-38.8992,-70.0544,4.07,49,0,1.38,AR,1693101149
393,westport,41.1415,-73.3579,23.98,85,0,1.34,US,1693100886
394,nova sintra,14.8667,-24.7167,24.25,77,23,1.67,CV,1693101150
395,brikama,13.2714,-16.6494,25.02,100,40,0.0,GM,1693101151
396,yung shue wan,22.2333,114.1167,31.56,85,71,0.45,HK,1693101152
397,spasskoye,44.6108,132.7969,21.59,80,43,2.62,RU,1693101153
398,labrador city,52.9463,-66.9114,6.95,93,75,3.09,CA,1693101153
399,qarqaraly,49.4058,75.4742,15.1,81,100,4.78,KZ,1693101154
400,bodo,67.28,14.405,14.02,75,0,6.17,NO,1693101154
401,kangding,30.0513,101.9603,14.43,97,100,1.23,CN,1693101155
402,gbadolite,4.2833,21.0167,21.74,98,100,0.39,CD,1693101156
403,okondja,-0.6549,13.6753,21.32,96,100,0.89,GA,1693101156
404,burgersdorp,-30.9977,26.3286,0.86,76,0,2.62,ZA,1693101158
405,la gi,10.6667,107.7833,28.29,75,100,5.97,VN,1693101158
406,tommot,58.9564,126.2925,17.49,61,54,0.6,RU,1693101159
407,port alfred,-33.5906,26.891,10.66,73,42,1.79,ZA,1693101159
408,xinzhou,38.4092,112.7333,14.52,97,100,0.9,CN,1693101159
409,kupang,-10.1667,123.5833,29.45,43,8,5.17,ID,1693101160
410,troitsk,54.0979,61.5773,9.51,77,75,1.97,RU,1693101160
411,mutsu,41.2894,141.2169,29.57,68,96,1.58,JP,1693101161
412,ribeira brava,32.65,-17.0667,24.84,79,27,2.88,PT,1693101161
413,astara,38.5,48.6667,18.99,87,60,0.88,AZ,1693101162
414,nuuk,64.1835,-51.7216,7.34,87,100,11.83,GL,1693101162
415,ghormach,35.7306,63.7826,20.24,67,1,3.35,AF,1693101163
416,amboasary,-25.0333,46.3833,23.34,64,100,1.77,MG,1693101163
417,priargunsk,50.3691,119.1012,20.55,44,11,0.43,RU,1693101164
418,rexburg,43.826,-111.7897,26.99,49,40,0.0,US,1693101164
419,el bauga,18.262,33.9081,34.52,33,100,10.84,SD,1693101165
420,kemijarvi,66.7131,27.4306,8.92,92,9,0.93,FI,1693101165
421,borlesti,46.7667,26.4833,18.85,54,0,1.74,RO,1693101166
422,san andres,12.5847,-81.7006,28.01,83,20,1.03,CO,1693101166
423,pingliang,35.5392,106.6861,18.61,62,5,3.76,CN,1693101167
424,boguchany,58.3814,97.4531,16.79,70,68,1.79,RU,1693101167
425,yeraliyev,43.2,51.65,19.48,51,1,1.94,KZ,1693101168
426,new norfolk,-42.7826,147.0587,12.62,39,0,0.67,AU,1693101168
427,klaksvik,62.2266,-6.589,9.51,86,2,2.41,FO,1693101169
428,agadir,30.4202,-9.5982,22.25,82,13,1.42,MA,1693100891
429,dauphin,51.1494,-100.0502,18.08,77,75,2.57,CA,1693101170
430,cimitarra,6.3142,-73.9497,25.75,83,58,1.15,CO,1693101170
431,coronel suarez,-37.4547,-61.9334,3.56,44,1,1.74,AR,1693101171
432,naze,28.3667,129.4833,27.51,80,23,5.82,JP,1693101171
433,selma,36.5708,-119.6121,35.03,34,0,2.06,US,1693101172
434,puerto rico,-26.796,-55.024,9.3,65,0,1.65,AR,1693101172
435,namdrik,5.5994,168.1028,28.29,77,100,5.49,MH,1693101172
436,jiangyou,31.7667,104.7167,25.69,54,18,1.1,CN,1693101173
437,kanchanaburi,14.6333,99.1,25.81,82,96,2.62,TH,1693101126
438,iyo,33.7514,132.7014,33.37,73,40,2.57,JP,1693101174
439,malvan,16.0667,73.4667,27.14,79,96,2.89,IN,1693101174
440,wenchang,30.904,118.4887,29.73,76,96,1.71,CN,1693101175
441,ji'an,27.1172,114.9793,30.65,68,99,3.54,CN,1693101175
442,chimoio,-19.1164,33.4833,19.56,58,0,4.1,MZ,1693101176
443,kingsville,27.5159,-97.8561,30.98,76,0,4.12,US,1693101047
444,kayangel,8.0823,134.7173,28.16,82,86,7.53,PW,1693101179
445,vung tau,10.346,107.0843,27.72,78,100,4.78,VN,1693101179
446,pedemonte,45.9084,11.3086,22.52,91,43,2.68,IT,1693101180
447,muscat,23.6139,58.5922,31.01,76,100,1.33,OM,1693101180
448,umm kaddadah,13.6017,26.6876,26.58,60,77,4.01,SD,1693101181
449,port isabel,26.0734,-97.2086,30.02,79,0,3.09,US,1693101181
450,cidreira,-30.1811,-50.2056,9.37,67,37,3.89,BR,1693101182
451,qoryooley,1.7878,44.53,23.09,89,23,4.32,SO,1693101182
452,ondjiva,-17.0667,15.7333,15.02,20,0,1.54,AO,1693101183
453,cova figueira,14.8905,-24.2934,24.4,81,24,1.88,CV,1693101183
454,torroella de montgri,42.0425,3.127,23.27,88,100,1.19,ES,1693101184
455,awash,8.9833,40.1667,25.14,51,70,4.65,ET,1693101184
456,kalifornsky,60.4183,-151.29,17.44,91,75,0.0,US,1693101185
457,kapuskasing,49.4169,-82.4331,12.05,76,0,1.54,CA,1693101186
458,zakynthos,37.7914,20.8953,22.58,73,20,1.54,GR,1693101186
459,chivhu,-19.0211,30.8922,14.21,34,0,3.41,ZW,1693101187
460,puerto madryn,-42.7692,-65.0385,8.71,57,5,6.7,AR,1693101025
461,yeosu,34.7546,127.6599,27.41,68,100,2.88,KR,1693101188
462,damghan,36.1683,54.348,18.71,62,2,1.99,IR,1693101188
463,kas,36.2018,29.6377,25.32,55,0,2.74,TR,1693101189
464,omaruru,-21.4333,15.9333,13.42,19,0,1.79,NA,1693101189
465,san clemente del tuyu,-36.3569,-56.7235,4.43,74,8,3.33,AR,1693101190
466,taltal,-25.4,-70.4833,17.09,69,5,1.71,CL,1693101021
467,rampur,28.8167,79.0333,26.81,80,85,2.51,IN,1693101191
468,kristiansund,63.1115,7.732,15.36,72,100,2.57,NO,1693101191
469,sotkamo,64.1333,28.4167,5.01,83,67,0.87,FI,1693101192
470,harper,4.375,-7.7169,24.57,89,100,4.43,LR,1693101192
471,beinamar,8.6698,15.3813,20.78,98,100,0.75,TD,1693101193
472,xilin hot,43.9667,116.0333,20.08,32,19,2.0,CN,1693101193
473,nampula,-15.1165,39.2666,18.97,94,0,4.63,MZ,1693101194
474,kavieng,-2.5744,150.7967,28.53,74,43,3.7,PG,1693101194
475,byron,44.0327,-92.6455,19.1,75,100,4.63,US,1693101195
476,mount pearl,47.5166,-52.7813,13.92,89,75,3.09,CA,1693101195
477,labuan,5.2767,115.2417,24.2,94,40,0.0,MY,1693101196
478,coquimbo,-29.9533,-71.3436,13.85,76,0,1.03,CL,1693100597
479,progreso,21.2833,-89.6667,27.28,84,97,2.44,MX,1693101197
480,saint-denis,48.9167,2.3333,15.06,86,0,1.54,FR,1693101197
481,halifax,44.6453,-63.5724,19.17,96,100,9.26,CA,1693101189
482,uacu cungo,-11.3634,15.1208,17.56,74,0,0.78,AO,1693101198
483,madera,37.1666,-119.8343,34.89,27,0,2.99,US,1693101199
484,nizhnyaya poyma,56.1622,97.1933,17.19,84,100,1.33,RU,1693101200
485,fort st. john,56.2499,-120.8529,26.94,32,40,2.06,CA,1693101202
486,ambovombe,-25.1667,46.0833,22.7,65,100,1.5,MG,1693101202
487,quang ngai,15.1167,108.8,32.87,52,100,2.23,VN,1693101203
488,nizhnesortymskiy,62.4397,71.7603,9.69,83,40,3.76,RU,1693101204
489,yoichi,43.2039,140.7703,25.13,89,100,2.82,JP,1693101204
490,ulladulla,-35.35,150.4667,17.78,58,17,3.08,AU,1693101205
491,muravlenko,63.7898,74.523,10.32,85,97,5.11,RU,1693101205
492,darnah,32.767,22.6367,25.66,82,0,6.31,LY,1693101206
493,jijiga,9.35,42.8,18.18,66,62,6.49,ET,1693101206
494,rabaul,-4.1967,152.1721,28.65,73,33,5.56,PG,1693101207
495,kafin hausa,12.2375,9.908,27.5,59,100,3.24,NG,1693101207
496,pasuquin,18.3328,120.6177,26.97,94,100,1.54,PH,1693101208
497,lincoln city,44.9582,-124.0179,18.72,86,49,1.33,US,1693101033
498,birao,10.2849,22.7882,22.56,94,100,1.39,CF,1693101209
499,port douglas,-16.4833,145.4667,22.88,73,57,8.88,AU,1693101087
500,gao,16.6362,1.637,30.5,52,95,4.55,ML,1693101210
501,happy valley-goose bay,53.3168,-60.3315,12.17,100,100,3.6,CA,1693101210
502,palikir - national government center,6.9248,158.1611,26.47,94,100,1.54,FM,1693101211
503,chui,-33.6971,-53.4616,6.14,76,1,2.95,UY,1693101211
504,mahibadhoo,3.7833,72.9667,27.61,76,9,2.31,MV,1693101212
505,brokopondo,4.75,-55.1667,27.62,75,67,5.17,SR,1693101213
506,weno,7.4515,151.8468,28.39,78,100,4.32,FM,1693101213
507,aral,40.5156,81.2636,27.57,15,100,0.8,CN,1693101214
508,loboc,9.6383,124.0348,28.73,79,100,7.65,PH,1693101214
509,laguna,38.421,-121.4238,34.19,33,0,4.63,US,1693101215
510,barabinsk,55.3571,78.357,14.35,63,63,4.17,RU,1693101215
511,es castell,39.8795,4.2854,26.38,94,20,1.54,ES,1693101216
512,quiberon,47.4841,-3.1196,15.11,85,0,6.94,FR,1693101216
513,petrolina,-9.3986,-40.5008,24.03,57,0,1.03,BR,1693101217
514,mariakani,-3.8633,39.4736,19.34,96,3,2.36,KE,1693101217
515,barcelona,41.3888,2.159,26.73,80,20,3.09,ES,1693101218
516,trairi,-3.2778,-39.2689,25.32,83,13,2.5,BR,1693101218
517,fukuecho,32.6881,128.8419,30.2,79,20,2.57,JP,1693101219
518,tamanrasset,22.785,5.5228,23.95,53,40,2.06,DZ,1693101219
519,altamont,42.2068,-121.7372,28.91,24,0,2.57,US,1693101220
520,waddan,29.1614,16.139,26.16,51,0,2.77,LY,1693101220
521,paraiso,9.8383,-83.8656,20.79,95,92,0.44,CR,1693101221
522,krasyliv,49.6519,26.9725,21.3,73,100,0.97,UA,1693101221
523,islampur,26.2667,88.2,26.57,85,100,4.18,IN,1693101222
524,puerto el triunfo,13.2833,-88.55,27.32,87,94,2.85,SV,1693101222
525,midvagur,62.0511,-7.1939,9.46,87,100,2.57,FO,1693101223
526,rechka-vydrino,51.485,104.8461,14.83,84,45,1.07,RU,1693101223
527,guarapari,-20.6667,-40.4975,19.38,90,100,5.56,BR,1693101224
528,serhetabat,35.2799,62.3438,18.72,82,40,1.71,TM,1693101224
529,bakchar,57.0186,82.0711,13.92,69,16,2.77,RU,1693101225
530,singkil,-7.9855,111.4161,28.09,57,12,2.52,ID,1693101225
531,twon-brass,4.3151,6.2418,25.75,85,100,4.16,NG,1693101226
532,tsiombe,-25.3,45.4833,20.98,66,26,1.01,MG,1693101226
533,purificacion,3.8587,-74.9313,27.71,49,8,1.68,CO,1693101227
534,black river,18.0264,-77.8487,27.88,83,100,1.91,JM,1693101227
535,chake chake,-5.2459,39.7666,22.48,84,0,2.91,TZ,1693101227
536,bathsheba,13.2167,-59.5167,29.34,79,20,3.09,BB,1693101228
537,balqash,46.8481,74.995,22.33,53,40,7.0,KZ,1693101228
538,toamasina,-18.1667,49.3833,20.0,94,75,1.54,MG,1693101229
539,flin flon,54.7682,-101.865,18.1,65,0,2.86,CA,1693101229
540,moose jaw,50.4001,-105.5344,27.14,29,58,3.6,CA,1693101230
541,jerez de la frontera,36.6865,-6.1361,22.28,44,0,5.14,ES,1693101231
542,jose bonifacio,-21.0528,-49.6883,17.59,65,61,6.5,BR,1693101232
543,cerritos,33.8583,-118.0648,35.71,53,0,4.63,US,1693101114
544,alice town,25.7167,-79.3,28.77,75,33,5.43,BS,1693101233
545,altstatten,47.3777,9.5475,18.2,95,100,4.63,CH,1693101233
546,fada,9.5667,8.3,20.34,95,100,1.14,NG,1693101233
547,bardai,11.65,7.2333,22.65,90,100,2.7,NG,1693101234
548,garden city,42.3256,-83.331,19.47,79,75,5.14,US,1693101115
549,revda,56.801,59.9303,7.49,87,100,2.34,RU,1693101235
550,fisterra,42.9049,-9.2629,17.08,76,1,6.51,ES,1693101006
551,pembroke,45.8168,-77.1162,15.1,76,0,2.64,CA,1693101236
552,alta,69.9689,23.2717,9.59,86,100,2.06,NO,1693101236
553,lively,46.4334,-81.1498,13.51,75,0,2.7,CA,1693101237
554,bac lieu,9.285,105.7244,29.61,70,100,6.86,VN,1693101237
555,nanpiao,41.0982,120.7479,24.03,53,100,2.25,CN,1693101238
556,sos'va,59.1766,61.8558,8.0,84,99,1.22,RU,1693101238
557,copala,16.65,-98.9833,26.72,85,24,2.97,MX,1693101239
558,quellon,-43.1167,-73.6167,9.14,81,100,4.63,CL,1693101239
559,forster,-32.1667,152.5167,19.1,69,6,3.33,AU,1693101240
560,ormara,25.2088,64.6357,26.42,84,100,4.38,PK,1693101240
561,chandbali,20.7833,86.7667,29.12,70,100,4.36,IN,1693101241
